ccode,year,gender,age_group,edu_ilo,neet_fc
BWA,2020,Female,25-54,Primary,0.4374766385167696
BWA,2021,Female,25-54,Primary,0.4754121080889351
BWA,2022,Female,25-54,Primary,0.5759206449657189
BWA,2023,Female,25-54,Primary,0.6122975438691427
BWA,2024,Female,25-54,Primary,0.6516376189802281
BWA,2025,Female,25-54,Primary,0.6516376189802281
BWA,2015,Female,25-54,Tertiary,0.3704126890672178
BWA,2016,Female,25-54,Tertiary,0.3734148902204993
BWA,2017,Female,25-54,Tertiary,0.3990176879940634
BWA,2018,Female,25-54,Tertiary,0.3349552610614357
BWA,2019,Female,25-54,Tertiary,0.210216274801805
BWA,2020,Female,25-54,Tertiary,0.2640645496852273
BWA,2021,Female,25-54,Tertiary,0.34820549472127
BWA,2022,Female,25-54,Tertiary,0.4419888609696152
BWA,2023,Female,25-54,Tertiary,0.324698324968856
BWA,2024,Female,25-54,Tertiary,0.300496026939404
BWA,2025,Female,25-54,Tertiary,0.300496026939404
BWA,2015,Female,25-54,Upper Secondary,0.4537338489719972
BWA,2016,Female,25-54,Upper Secondary,0.4368997695171421
BWA,2017,Female,25-54,Upper Secondary,0.3056305316608523
BWA,2018,Female,25-54,Upper Secondary,0.3204729805276983
BWA,2019,Female,25-54,Upper Secondary,0.4584263216862885
BWA,2020,Female,25-54,Upper Secondary,0.5490161740138826
BWA,2021,Female,25-54,Upper Secondary,0.5400782185935633
BWA,2022,Female,25-54,Upper Secondary,0.5462336277399559
BWA,2023,Female,25-54,Upper Secondary,0.6209315832636104
BWA,2024,Female,25-54,Upper Secondary,0.5092807461122638
BWA,2025,Female,25-54,Upper Secondary,0.5092807461122638
CAF,2015,Female,25-54,Lower Secondary,0.458500965996392
CAF,2016,Female,25-54,Lower Secondary,0.4904008124353615
CAF,2017,Female,25-54,Lower Secondary,0.5125007799329423
CAF,2018,Female,25-54,Lower Secondary,0.444527538954527
CAF,2019,Female,25-54,Lower Secondary,0.4728889197050437
CAF,2020,Female,25-54,Lower Secondary,0.5197915630078025
CAF,2021,Female,25-54,Lower Secondary,0.5124576882594482
CAF,2022,Female,25-54,Lower Secondary,0.4638629937893832
CAF,2023,Female,25-54,Lower Secondary,0.4743589782915483
CAF,2024,Female,25-54,Lower Secondary,0.3550393285298603
CAF,2025,Female,25-54,Lower Secondary,0.3550393285298603
CAF,2015,Female,25-54,No Education,0.578238783889513
CAF,2016,Female,25-54,No Education,0.4028475311392846
CAF,2017,Female,25-54,No Education,0.448810055004596
CAF,2018,Female,25-54,No Education,0.4445463606955517
CAF,2019,Female,25-54,No Education,0.3698837167391216
CAF,2020,Female,25-54,No Education,0.3814223483801803
CAF,2021,Female,25-54,No Education,0.4422369926086282
CAF,2022,Female,25-54,No Education,0.4451064483165916
CAF,2023,Female,25-54,No Education,0.6727754058247118
CAF,2024,Female,25-54,No Education,0.5824838102094138
CAF,2025,Female,25-54,No Education,0.5824838102094138
CAF,2015,Female,25-54,Primary,0.264336968428214
CAF,2016,Female,25-54,Primary,0.2852697278971973
CAF,2017,Female,25-54,Primary,0.3034938939796265
CAF,2018,Female,25-54,Primary,0.2656223898696537
CAF,2019,Female,25-54,Primary,0.2698167131105854
CAF,2020,Female,25-54,Primary,0.3046521308553488
CAF,2021,Female,25-54,Primary,0.3015658474239098
CAF,2022,Female,25-54,Primary,0.3122262197335674
CAF,2023,Female,25-54,Primary,0.3410515962599524
CAF,2024,Female,25-54,Primary,0.2622167743639361
CAF,2025,Female,25-54,Primary,0.2622167743639361
CAF,2015,Female,25-54,Tertiary,0.3704126890672178
CAF,2016,Female,25-54,Tertiary,0.3734148902204993
CAF,2017,Female,25-54,Tertiary,0.3990176879940634
CAF,2018,Female,25-54,Tertiary,0.3349552610614357
CAF,2019,Female,25-54,Tertiary,0.3922929895680637
CAF,2020,Female,25-54,Tertiary,0.2881178173782698
CAF,2021,Female,25-54,Tertiary,0.4819005585438307
CAF,2022,Female,25-54,Tertiary,0.2919160626359385
CAF,2023,Female,25-54,Tertiary,0.4036483365462129
CAF,2024,Female,25-54,Tertiary,0.300496026939404
CAF,2025,Female,25-54,Tertiary,0.300496026939404
CAF,2015,Female,25-54,Upper Secondary,0.4537338489719972
CAF,2016,Female,25-54,Upper Secondary,0.4368997695171421
CAF,2017,Female,25-54,Upper Secondary,0.3056305316608523
CAF,2018,Female,25-54,Upper Secondary,0.3204729805276983
CAF,2019,Female,25-54,Upper Secondary,0.3440371639063097
CAF,2020,Female,25-54,Upper Secondary,0.5446028197039341
CAF,2021,Female,25-54,Upper Secondary,0.4332738185082377
CAF,2022,Female,25-54,Upper Secondary,0.4171228952464574
CAF,2023,Female,25-54,Upper Secondary,0.4823695675428926
CAF,2024,Female,25-54,Upper Secondary,0.4521541550892272
CAF,2025,Female,25-54,Upper Secondary,0.4521541550892272
CIV,2015,Female,25-54,Lower Secondary,0.458500965996392
CIV,2016,Female,25-54,Lower Secondary,0.4419527184174968
CIV,2017,Female,25-54,Lower Secondary,0.95
CIV,2018,Female,25-54,Lower Secondary,0.444527538954527
CIV,2019,Female,25-54,Lower Secondary,0.2552467944653298
CIV,2020,Female,25-54,Lower Secondary,0.5197915630078025
CIV,2021,Female,25-54,Lower Secondary,0.5124576882594482
CIV,2022,Female,25-54,Lower Secondary,0.3400539061566495
CIV,2023,Female,25-54,Lower Secondary,0.4743589782915483
CIV,2024,Female,25-54,Lower Secondary,0.3550393285298603
CIV,2025,Female,25-54,Lower Secondary,0.3550393285298603
CIV,2015,Female,25-54,No Education,0.578238783889513
CIV,2016,Female,25-54,No Education,0.3569912268812887
CIV,2017,Female,25-54,No Education,0.5160187887263242
CIV,2018,Female,25-54,No Education,0.4445463606955517
CIV,2019,Female,25-54,No Education,0.358636922696157
CIV,2020,Female,25-54,No Education,0.3814223483801803
CIV,2021,Female,25-54,No Education,0.4422369926086282
CIV,2022,Female,25-54,No Education,0.3941061600640308
CIV,2023,Female,25-54,No Education,0.6727754058247118
CIV,2024,Female,25-54,No Education,0.5824838102094138
CIV,2025,Female,25-54,No Education,0.5824838102094138
CIV,2015,Female,25-54,Primary,0.264336968428214
CIV,2016,Female,25-54,Primary,0.2570871183925775
CIV,2017,Female,25-54,Primary,0.6457395717852649
CIV,2018,Female,25-54,Primary,0.2656223898696537
CIV,2019,Female,25-54,Primary,0.1456364237876515
CIV,2020,Female,25-54,Primary,0.3046521308553488
CIV,2021,Female,25-54,Primary,0.3015658474239098
CIV,2022,Female,25-54,Primary,0.228890312541578
CIV,2023,Female,25-54,Primary,0.3410515962599524
CIV,2024,Female,25-54,Primary,0.2622167743639361
CIV,2025,Female,25-54,Primary,0.2622167743639361
CIV,2015,Female,25-54,Tertiary,0.3704126890672178
CIV,2016,Female,25-54,Tertiary,0.1898988277107593
CIV,2017,Female,25-54,Tertiary,0.1036808487757994
CIV,2018,Female,25-54,Tertiary,0.3349552610614357
CIV,2019,Female,25-54,Tertiary,0.2943383743853038
CIV,2020,Female,25-54,Tertiary,0.2881178173782698
CIV,2021,Female,25-54,Tertiary,0.4819005585438307
CIV,2022,Female,25-54,Tertiary,0.2596130910142881
CIV,2023,Female,25-54,Tertiary,0.4036483365462129
CIV,2024,Female,25-54,Tertiary,0.300496026939404
CIV,2025,Female,25-54,Tertiary,0.300496026939404
CIV,2015,Female,25-54,Upper Secondary,0.4537338489719972
CIV,2016,Female,25-54,Upper Secondary,0.2221579480759513
CIV,2017,Female,25-54,Upper Secondary,0.2600124119974246
CIV,2018,Female,25-54,Upper Secondary,0.3204729805276983
CIV,2019,Female,25-54,Upper Secondary,0.2970862974731023
CIV,2020,Female,25-54,Upper Secondary,0.5446028197039341
CIV,2021,Female,25-54,Upper Secondary,0.4332738185082377
CIV,2022,Female,25-54,Upper Secondary,0.2749696013592118
CIV,2023,Female,25-54,Upper Secondary,0.4823695675428926
CIV,2024,Female,25-54,Upper Secondary,0.4521541550892272
CIV,2025,Female,25-54,Upper Secondary,0.4521541550892272
CMR,2015,Female,25-54,Lower Secondary,0.458500965996392
CMR,2016,Female,25-54,Lower Secondary,0.4904008124353615
CMR,2017,Female,25-54,Lower Secondary,0.5125007799329423
CMR,2018,Female,25-54,Lower Secondary,0.444527538954527
CMR,2019,Female,25-54,Lower Secondary,0.4728889197050437
CMR,2020,Female,25-54,Lower Secondary,0.5197915630078025
CMR,2021,Female,25-54,Lower Secondary,0.5510428242761121
CMR,2022,Female,25-54,Lower Secondary,0.4638629937893832
CMR,2023,Female,25-54,Lower Secondary,0.4743589782915483
CMR,2024,Female,25-54,Lower Secondary,0.3550393285298603
CMR,2025,Female,25-54,Lower Secondary,0.3550393285298603
CMR,2015,Female,25-54,No Education,0.578238783889513
CMR,2016,Female,25-54,No Education,0.4028475311392846
CMR,2017,Female,25-54,No Education,0.448810055004596
CMR,2018,Female,25-54,No Education,0.4445463606955517
CMR,2019,Female,25-54,No Education,0.3698837167391216
CMR,2020,Female,25-54,No Education,0.3814223483801803
CMR,2021,Female,25-54,No Education,0.4568113934881892
CMR,2022,Female,25-54,No Education,0.4451064483165916
CMR,2023,Female,25-54,No Education,0.6727754058247118
CMR,2024,Female,25-54,No Education,0.5824838102094138
CMR,2025,Female,25-54,No Education,0.5824838102094138
CMR,2015,Female,25-54,Primary,0.264336968428214
CMR,2016,Female,25-54,Primary,0.2852697278971973
CMR,2017,Female,25-54,Primary,0.3034938939796265
CMR,2018,Female,25-54,Primary,0.2656223898696537
CMR,2019,Female,25-54,Primary,0.2698167131105854
CMR,2020,Female,25-54,Primary,0.3046521308553488
CMR,2021,Female,25-54,Primary,0.3242720327488941
CMR,2022,Female,25-54,Primary,0.3122262197335674
CMR,2023,Female,25-54,Primary,0.3410515962599524
CMR,2024,Female,25-54,Primary,0.2622167743639361
CMR,2025,Female,25-54,Primary,0.2622167743639361
CMR,2015,Female,25-54,Tertiary,0.3704126890672178
CMR,2016,Female,25-54,Tertiary,0.3734148902204993
CMR,2017,Female,25-54,Tertiary,0.3990176879940634
CMR,2018,Female,25-54,Tertiary,0.3349552610614357
CMR,2019,Female,25-54,Tertiary,0.3922929895680637
CMR,2020,Female,25-54,Tertiary,0.2881178173782698
CMR,2021,Female,25-54,Tertiary,0.1064014357938004
CMR,2022,Female,25-54,Tertiary,0.2919160626359385
CMR,2023,Female,25-54,Tertiary,0.4036483365462129
CMR,2024,Female,25-54,Tertiary,0.300496026939404
CMR,2025,Female,25-54,Tertiary,0.300496026939404
CMR,2015,Female,25-54,Upper Secondary,0.4537338489719972
CMR,2016,Female,25-54,Upper Secondary,0.4368997695171421
CMR,2017,Female,25-54,Upper Secondary,0.3056305316608523
CMR,2018,Female,25-54,Upper Secondary,0.3204729805276983
CMR,2019,Female,25-54,Upper Secondary,0.3440371639063097
CMR,2020,Female,25-54,Upper Secondary,0.5446028197039341
CMR,2021,Female,25-54,Upper Secondary,0.1897185963070339
CMR,2022,Female,25-54,Upper Secondary,0.4171228952464574
CMR,2023,Female,25-54,Upper Secondary,0.4823695675428926
CMR,2024,Female,25-54,Upper Secondary,0.4521541550892272
CMR,2025,Female,25-54,Upper Secondary,0.4521541550892272
COD,2015,Female,25-54,Lower Secondary,0.458500965996392
COD,2016,Female,25-54,Lower Secondary,0.4904008124353615
COD,2017,Female,25-54,Lower Secondary,0.5125007799329423
COD,2018,Female,25-54,Lower Secondary,0.444527538954527
COD,2019,Female,25-54,Lower Secondary,0.4728889197050437
COD,2020,Female,25-54,Lower Secondary,0.5241323133294642
COD,2021,Female,25-54,Lower Secondary,0.5124576882594482
COD,2022,Female,25-54,Lower Secondary,0.4638629937893832
COD,2023,Female,25-54,Lower Secondary,0.4743589782915483
COD,2024,Female,25-54,Lower Secondary,0.3550393285298603
COD,2025,Female,25-54,Lower Secondary,0.3550393285298603
COD,2015,Female,25-54,No Education,0.578238783889513
COD,2016,Female,25-54,No Education,0.4028475311392846
COD,2017,Female,25-54,No Education,0.448810055004596
COD,2018,Female,25-54,No Education,0.4445463606955517
COD,2019,Female,25-54,No Education,0.3698837167391216
COD,2020,Female,25-54,No Education,0.379075819774622
COD,2021,Female,25-54,No Education,0.4422369926086282
COD,2022,Female,25-54,No Education,0.4451064483165916
COD,2023,Female,25-54,No Education,0.6727754058247118
COD,2024,Female,25-54,No Education,0.5824838102094138
COD,2025,Female,25-54,No Education,0.5824838102094138
COD,2015,Female,25-54,Primary,0.264336968428214
COD,2016,Female,25-54,Primary,0.2852697278971973
COD,2017,Female,25-54,Primary,0.3034938939796265
COD,2018,Female,25-54,Primary,0.2656223898696537
COD,2019,Female,25-54,Primary,0.2698167131105854
COD,2020,Female,25-54,Primary,0.3071962637907758
COD,2021,Female,25-54,Primary,0.3015658474239098
COD,2022,Female,25-54,Primary,0.3122262197335674
COD,2023,Female,25-54,Primary,0.3410515962599524
COD,2024,Female,25-54,Primary,0.2622167743639361
COD,2025,Female,25-54,Primary,0.2622167743639361
COD,2015,Female,25-54,Tertiary,0.3704126890672178
COD,2016,Female,25-54,Tertiary,0.3734148902204993
COD,2017,Female,25-54,Tertiary,0.3990176879940634
COD,2018,Female,25-54,Tertiary,0.3349552610614357
COD,2019,Female,25-54,Tertiary,0.3922929895680637
COD,2020,Female,25-54,Tertiary,0.3005245041617013
COD,2021,Female,25-54,Tertiary,0.4819005585438307
COD,2022,Female,25-54,Tertiary,0.2919160626359385
COD,2023,Female,25-54,Tertiary,0.4036483365462129
COD,2024,Female,25-54,Tertiary,0.300496026939404
COD,2025,Female,25-54,Tertiary,0.300496026939404
COD,2015,Female,25-54,Upper Secondary,0.4537338489719972
COD,2016,Female,25-54,Upper Secondary,0.4368997695171421
COD,2017,Female,25-54,Upper Secondary,0.3056305316608523
COD,2018,Female,25-54,Upper Secondary,0.3204729805276983
COD,2019,Female,25-54,Upper Secondary,0.3440371639063097
COD,2020,Female,25-54,Upper Secondary,0.6425384682351035
COD,2021,Female,25-54,Upper Secondary,0.4332738185082377
COD,2022,Female,25-54,Upper Secondary,0.4171228952464574
COD,2023,Female,25-54,Upper Secondary,0.4823695675428926
COD,2024,Female,25-54,Upper Secondary,0.4521541550892272
COD,2025,Female,25-54,Upper Secondary,0.4521541550892272
COG,2015,Female,25-54,Lower Secondary,0.458500965996392
COG,2016,Female,25-54,Lower Secondary,0.4904008124353615
COG,2017,Female,25-54,Lower Secondary,0.5125007799329423
COG,2018,Female,25-54,Lower Secondary,0.444527538954527
COG,2019,Female,25-54,Lower Secondary,0.4728889197050437
COG,2020,Female,25-54,Lower Secondary,0.5197915630078025
COG,2021,Female,25-54,Lower Secondary,0.5124576882594482
COG,2022,Female,25-54,Lower Secondary,0.4638629937893832
COG,2023,Female,25-54,Lower Secondary,0.4743589782915483
COG,2024,Female,25-54,Lower Secondary,0.3550393285298603
COG,2025,Female,25-54,Lower Secondary,0.3550393285298603
COG,2015,Female,25-54,No Education,0.578238783889513
COG,2016,Female,25-54,No Education,0.4028475311392846
COG,2017,Female,25-54,No Education,0.448810055004596
COG,2018,Female,25-54,No Education,0.4445463606955517
COG,2019,Female,25-54,No Education,0.3698837167391216
COG,2020,Female,25-54,No Education,0.3814223483801803
COG,2021,Female,25-54,No Education,0.4422369926086282
COG,2022,Female,25-54,No Education,0.4451064483165916
COG,2023,Female,25-54,No Education,0.6727754058247118
COG,2024,Female,25-54,No Education,0.5824838102094138
COG,2025,Female,25-54,No Education,0.5824838102094138
COG,2015,Female,25-54,Primary,0.264336968428214
COG,2016,Female,25-54,Primary,0.2852697278971973
COG,2017,Female,25-54,Primary,0.3034938939796265
COG,2018,Female,25-54,Primary,0.2656223898696537
COG,2019,Female,25-54,Primary,0.2698167131105854
COG,2020,Female,25-54,Primary,0.3046521308553488
COG,2021,Female,25-54,Primary,0.3015658474239098
COG,2022,Female,25-54,Primary,0.3122262197335674
COG,2023,Female,25-54,Primary,0.3410515962599524
COG,2024,Female,25-54,Primary,0.2622167743639361
COG,2025,Female,25-54,Primary,0.2622167743639361
COG,2015,Female,25-54,Tertiary,0.3704126890672178
COG,2016,Female,25-54,Tertiary,0.3734148902204993
COG,2017,Female,25-54,Tertiary,0.3990176879940634
COG,2018,Female,25-54,Tertiary,0.3349552610614357
COG,2019,Female,25-54,Tertiary,0.3922929895680637
COG,2020,Female,25-54,Tertiary,0.2881178173782698
COG,2021,Female,25-54,Tertiary,0.4819005585438307
COG,2022,Female,25-54,Tertiary,0.2919160626359385
COG,2023,Female,25-54,Tertiary,0.4036483365462129
COG,2024,Female,25-54,Tertiary,0.300496026939404
COG,2025,Female,25-54,Tertiary,0.300496026939404
COG,2015,Female,25-54,Upper Secondary,0.4537338489719972
COG,2016,Female,25-54,Upper Secondary,0.4368997695171421
COG,2017,Female,25-54,Upper Secondary,0.3056305316608523
COG,2018,Female,25-54,Upper Secondary,0.3204729805276983
COG,2019,Female,25-54,Upper Secondary,0.3440371639063097
COG,2020,Female,25-54,Upper Secondary,0.5446028197039341
COG,2021,Female,25-54,Upper Secondary,0.4332738185082377
COG,2022,Female,25-54,Upper Secondary,0.4171228952464574
COG,2023,Female,25-54,Upper Secondary,0.4823695675428926
COG,2024,Female,25-54,Upper Secondary,0.4521541550892272
COG,2025,Female,25-54,Upper Secondary,0.4521541550892272
COM,2015,Female,25-54,Lower Secondary,0.458500965996392
COM,2016,Female,25-54,Lower Secondary,0.4904008124353615
COM,2017,Female,25-54,Lower Secondary,0.5125007799329423
COM,2018,Female,25-54,Lower Secondary,0.444527538954527
COM,2019,Female,25-54,Lower Secondary,0.4728889197050437
COM,2020,Female,25-54,Lower Secondary,0.5197915630078025
COM,2021,Female,25-54,Lower Secondary,0.2160252658015891
COM,2022,Female,25-54,Lower Secondary,0.4638629937893832
COM,2023,Female,25-54,Lower Secondary,0.4743589782915483
COM,2024,Female,25-54,Lower Secondary,0.3550393285298603
COM,2025,Female,25-54,Lower Secondary,0.3550393285298603
COM,2015,Female,25-54,No Education,0.578238783889513
COM,2016,Female,25-54,No Education,0.4028475311392846
COM,2017,Female,25-54,No Education,0.448810055004596
COM,2018,Female,25-54,No Education,0.4445463606955517
COM,2019,Female,25-54,No Education,0.3698837167391216
COM,2020,Female,25-54,No Education,0.3814223483801803
COM,2021,Female,25-54,No Education,0.3829140925199096
COM,2022,Female,25-54,No Education,0.4451064483165916
COM,2023,Female,25-54,No Education,0.6727754058247118
COM,2024,Female,25-54,No Education,0.5824838102094138
COM,2025,Female,25-54,No Education,0.5824838102094138
COM,2015,Female,25-54,Primary,0.264336968428214
COM,2016,Female,25-54,Primary,0.2852697278971973
COM,2017,Female,25-54,Primary,0.3034938939796265
COM,2018,Female,25-54,Primary,0.2656223898696537
COM,2019,Female,25-54,Primary,0.2698167131105854
COM,2020,Female,25-54,Primary,0.3046521308553488
COM,2021,Female,25-54,Primary,0.1271243340454078
COM,2022,Female,25-54,Primary,0.3122262197335674
COM,2023,Female,25-54,Primary,0.3410515962599524
COM,2024,Female,25-54,Primary,0.2622167743639361
COM,2025,Female,25-54,Primary,0.2622167743639361
COM,2015,Female,25-54,Tertiary,0.3704126890672178
COM,2016,Female,25-54,Tertiary,0.3734148902204993
COM,2017,Female,25-54,Tertiary,0.3990176879940634
COM,2018,Female,25-54,Tertiary,0.3349552610614357
COM,2019,Female,25-54,Tertiary,0.3922929895680637
COM,2020,Female,25-54,Tertiary,0.2881178173782698
COM,2021,Female,25-54,Tertiary,0.6769038318724352
COM,2022,Female,25-54,Tertiary,0.2919160626359385
COM,2023,Female,25-54,Tertiary,0.4036483365462129
COM,2024,Female,25-54,Tertiary,0.300496026939404
COM,2025,Female,25-54,Tertiary,0.300496026939404
COM,2015,Female,25-54,Upper Secondary,0.4537338489719972
COM,2016,Female,25-54,Upper Secondary,0.4368997695171421
COM,2017,Female,25-54,Upper Secondary,0.3056305316608523
COM,2018,Female,25-54,Upper Secondary,0.3204729805276983
COM,2019,Female,25-54,Upper Secondary,0.3440371639063097
COM,2020,Female,25-54,Upper Secondary,0.5446028197039341
COM,2021,Female,25-54,Upper Secondary,0.1076732517883397
COM,2022,Female,25-54,Upper Secondary,0.4171228952464574
COM,2023,Female,25-54,Upper Secondary,0.4823695675428926
COM,2024,Female,25-54,Upper Secondary,0.4521541550892272
COM,2025,Female,25-54,Upper Secondary,0.4521541550892272
CPV,2015,Female,25-54,Lower Secondary,0.458500965996392
CPV,2016,Female,25-54,Lower Secondary,0.4904008124353615
CPV,2017,Female,25-54,Lower Secondary,0.5125007799329423
CPV,2018,Female,25-54,Lower Secondary,0.444527538954527
CPV,2019,Female,25-54,Lower Secondary,0.4728889197050437
CPV,2020,Female,25-54,Lower Secondary,0.5197915630078025
CPV,2021,Female,25-54,Lower Secondary,0.5124576882594482
CPV,2022,Female,25-54,Lower Secondary,0.4638629937893832
CPV,2023,Female,25-54,Lower Secondary,0.4743589782915483
CPV,2024,Female,25-54,Lower Secondary,0.3550393285298603
CPV,2025,Female,25-54,Lower Secondary,0.3550393285298603
CPV,2015,Female,25-54,No Education,0.578238783889513
CPV,2016,Female,25-54,No Education,0.4028475311392846
CPV,2017,Female,25-54,No Education,0.448810055004596
CPV,2018,Female,25-54,No Education,0.4445463606955517
CPV,2019,Female,25-54,No Education,0.3698837167391216
CPV,2020,Female,25-54,No Education,0.3814223483801803
CPV,2021,Female,25-54,No Education,0.4422369926086282
CPV,2022,Female,25-54,No Education,0.4451064483165916
CPV,2023,Female,25-54,No Education,0.6727754058247118
CPV,2024,Female,25-54,No Education,0.5824838102094138
CPV,2025,Female,25-54,No Education,0.5824838102094138
CPV,2015,Female,25-54,Primary,0.264336968428214
CPV,2016,Female,25-54,Primary,0.2852697278971973
CPV,2017,Female,25-54,Primary,0.3034938939796265
CPV,2018,Female,25-54,Primary,0.2656223898696537
CPV,2019,Female,25-54,Primary,0.2698167131105854
CPV,2020,Female,25-54,Primary,0.3046521308553488
CPV,2021,Female,25-54,Primary,0.3015658474239098
CPV,2022,Female,25-54,Primary,0.3122262197335674
CPV,2023,Female,25-54,Primary,0.3410515962599524
CPV,2024,Female,25-54,Primary,0.2622167743639361
CPV,2025,Female,25-54,Primary,0.2622167743639361
CPV,2015,Female,25-54,Tertiary,0.3704126890672178
CPV,2016,Female,25-54,Tertiary,0.3734148902204993
CPV,2017,Female,25-54,Tertiary,0.3990176879940634
CPV,2018,Female,25-54,Tertiary,0.3349552610614357
CPV,2019,Female,25-54,Tertiary,0.3922929895680637
CPV,2020,Female,25-54,Tertiary,0.2881178173782698
CPV,2021,Female,25-54,Tertiary,0.4819005585438307
CPV,2022,Female,25-54,Tertiary,0.2919160626359385
CPV,2023,Female,25-54,Tertiary,0.4036483365462129
CPV,2024,Female,25-54,Tertiary,0.300496026939404
CPV,2025,Female,25-54,Tertiary,0.300496026939404
CPV,2015,Female,25-54,Upper Secondary,0.4537338489719972
CPV,2016,Female,25-54,Upper Secondary,0.4368997695171421
CPV,2017,Female,25-54,Upper Secondary,0.3056305316608523
CPV,2018,Female,25-54,Upper Secondary,0.3204729805276983
CPV,2019,Female,25-54,Upper Secondary,0.3440371639063097
CPV,2020,Female,25-54,Upper Secondary,0.5446028197039341
CPV,2021,Female,25-54,Upper Secondary,0.4332738185082377
CPV,2022,Female,25-54,Upper Secondary,0.4171228952464574
CPV,2023,Female,25-54,Upper Secondary,0.4823695675428926
CPV,2024,Female,25-54,Upper Secondary,0.4521541550892272
CPV,2025,Female,25-54,Upper Secondary,0.4521541550892272
DJI,2015,Female,25-54,Lower Secondary,0.458500965996392
DJI,2016,Female,25-54,Lower Secondary,0.4904008124353615
DJI,2017,Female,25-54,Lower Secondary,0.5125007799329423
DJI,2018,Female,25-54,Lower Secondary,0.444527538954527
DJI,2019,Female,25-54,Lower Secondary,0.4728889197050437
DJI,2020,Female,25-54,Lower Secondary,0.5197915630078025
DJI,2021,Female,25-54,Lower Secondary,0.5124576882594482
DJI,2022,Female,25-54,Lower Secondary,0.4638629937893832
DJI,2023,Female,25-54,Lower Secondary,0.4743589782915483
DJI,2024,Female,25-54,Lower Secondary,0.3550393285298603
DJI,2025,Female,25-54,Lower Secondary,0.3550393285298603
DJI,2015,Female,25-54,No Education,0.578238783889513
DJI,2016,Female,25-54,No Education,0.4028475311392846
DJI,2017,Female,25-54,No Education,0.5986006856739577
DJI,2018,Female,25-54,No Education,0.4445463606955517
DJI,2019,Female,25-54,No Education,0.3698837167391216
DJI,2020,Female,25-54,No Education,0.3814223483801803
DJI,2021,Female,25-54,No Education,0.4422369926086282
DJI,2022,Female,25-54,No Education,0.4451064483165916
DJI,2023,Female,25-54,No Education,0.6727754058247118
DJI,2024,Female,25-54,No Education,0.5824838102094138
DJI,2025,Female,25-54,No Education,0.5824838102094138
DJI,2015,Female,25-54,Primary,0.264336968428214
DJI,2016,Female,25-54,Primary,0.2852697278971973
DJI,2017,Female,25-54,Primary,0.3034938939796265
DJI,2018,Female,25-54,Primary,0.2656223898696537
DJI,2019,Female,25-54,Primary,0.2698167131105854
DJI,2020,Female,25-54,Primary,0.3046521308553488
DJI,2021,Female,25-54,Primary,0.3015658474239098
DJI,2022,Female,25-54,Primary,0.3122262197335674
DJI,2023,Female,25-54,Primary,0.3410515962599524
DJI,2024,Female,25-54,Primary,0.2622167743639361
DJI,2025,Female,25-54,Primary,0.2622167743639361
DJI,2015,Female,25-54,Tertiary,0.3704126890672178
DJI,2016,Female,25-54,Tertiary,0.3734148902204993
DJI,2017,Female,25-54,Tertiary,0.6712538081949804
DJI,2018,Female,25-54,Tertiary,0.3349552610614357
DJI,2019,Female,25-54,Tertiary,0.3922929895680637
DJI,2020,Female,25-54,Tertiary,0.2881178173782698
DJI,2021,Female,25-54,Tertiary,0.4819005585438307
DJI,2022,Female,25-54,Tertiary,0.2919160626359385
DJI,2023,Female,25-54,Tertiary,0.4036483365462129
DJI,2024,Female,25-54,Tertiary,0.300496026939404
DJI,2025,Female,25-54,Tertiary,0.300496026939404
DJI,2015,Female,25-54,Upper Secondary,0.4537338489719972
DJI,2016,Female,25-54,Upper Secondary,0.4368997695171421
DJI,2017,Female,25-54,Upper Secondary,0.2991930262913509
DJI,2018,Female,25-54,Upper Secondary,0.3204729805276983
DJI,2019,Female,25-54,Upper Secondary,0.3440371639063097
DJI,2020,Female,25-54,Upper Secondary,0.5446028197039341
DJI,2021,Female,25-54,Upper Secondary,0.4332738185082377
DJI,2022,Female,25-54,Upper Secondary,0.4171228952464574
DJI,2023,Female,25-54,Upper Secondary,0.4823695675428926
DJI,2024,Female,25-54,Upper Secondary,0.4521541550892272
DJI,2025,Female,25-54,Upper Secondary,0.4521541550892272
DZA,2015,Female,25-54,Lower Secondary,0.458500965996392
DZA,2016,Female,25-54,Lower Secondary,0.4904008124353615
DZA,2017,Female,25-54,Lower Secondary,0.5125007799329423
DZA,2018,Female,25-54,Lower Secondary,0.444527538954527
DZA,2019,Female,25-54,Lower Secondary,0.4728889197050437
DZA,2020,Female,25-54,Lower Secondary,0.5197915630078025
DZA,2021,Female,25-54,Lower Secondary,0.5124576882594482
DZA,2022,Female,25-54,Lower Secondary,0.4638629937893832
DZA,2023,Female,25-54,Lower Secondary,0.4743589782915483
DZA,2024,Female,25-54,Lower Secondary,0.3550393285298603
DZA,2025,Female,25-54,Lower Secondary,0.3550393285298603
DZA,2015,Female,25-54,No Education,0.578238783889513
DZA,2016,Female,25-54,No Education,0.4028475311392846
DZA,2017,Female,25-54,No Education,0.448810055004596
DZA,2018,Female,25-54,No Education,0.4445463606955517
DZA,2019,Female,25-54,No Education,0.3698837167391216
DZA,2020,Female,25-54,No Education,0.3814223483801803
DZA,2021,Female,25-54,No Education,0.4422369926086282
DZA,2022,Female,25-54,No Education,0.4451064483165916
DZA,2023,Female,25-54,No Education,0.6727754058247118
DZA,2024,Female,25-54,No Education,0.5824838102094138
