ccode,year,edu_ilo,age_group,gender,share_unemp,share_inact
CIV,2018,Tertiary,55-64,female,0.02329,0.3451149999999999
CIV,2019,Tertiary,55-64,female,0.02743,0.372715
CIV,2020,Tertiary,55-64,female,0.02837,0.392765
CIV,2021,Tertiary,55-64,female,0.03345,0.392765
CIV,2022,Tertiary,55-64,female,0.03579,0.386
CIV,2023,Tertiary,55-64,female,0.02828,0.372885
CIV,2024,Tertiary,55-64,female,0.03476,0.3486
CIV,2025,Tertiary,55-64,female,0.03476,0.3486
CIV,2015,Tertiary,55-64,male,0.0366849999999999,0.4402637499999999
CIV,2016,Tertiary,55-64,male,0.0366849999999999,0.406535
CIV,2017,Tertiary,55-64,male,0.0361,0.3945599999999999
CIV,2018,Tertiary,55-64,male,0.0366849999999999,0.382585
CIV,2019,Tertiary,55-64,male,0.0366849999999999,0.37061
CIV,2020,Tertiary,55-64,male,0.0366849999999999,0.358635
CIV,2021,Tertiary,55-64,male,0.036845,0.34666
CIV,2022,Tertiary,55-64,male,0.0366849999999999,0.334685
CIV,2023,Tertiary,55-64,male,0.0366849999999999,0.334685
CIV,2024,Tertiary,55-64,male,0.0366849999999999,0.334685
CIV,2025,Tertiary,55-64,male,0.0366849999999999,0.334685
CIV,2015,Upper secondary,15-24,female,0.3297766666666667,0.84489
CIV,2016,Upper secondary,15-24,female,0.32738,0.8841100000000001
CIV,2017,Upper secondary,15-24,female,0.3249833333333333,0.8556933333333333
CIV,2018,Upper secondary,15-24,female,0.3225866666666667,0.8272766666666667
CIV,2019,Upper secondary,15-24,female,0.32019,0.7988599999999999
CIV,2020,Upper secondary,15-24,female,0.3177933333333333,0.8033666666666666
CIV,2021,Upper secondary,15-24,female,0.3153966666666666,0.8078733333333333
CIV,2022,Upper secondary,15-24,female,0.313,0.81238
CIV,2023,Upper secondary,15-24,female,0.313,0.81238
CIV,2024,Upper secondary,15-24,female,0.313,0.81238
CIV,2025,Upper secondary,15-24,female,0.313,0.81238
CIV,2015,Upper secondary,15-24,male,0.1463166666666666,0.7339933333333334
CIV,2016,Upper secondary,15-24,male,0.13001,0.74993
CIV,2017,Upper secondary,15-24,male,0.1137033333333333,0.69184
CIV,2018,Upper secondary,15-24,male,0.0973966666666666,0.63375
CIV,2019,Upper secondary,15-24,male,0.08109,0.5756600000000001
CIV,2020,Upper secondary,15-24,male,0.0930466666666666,0.5972700000000001
CIV,2021,Upper secondary,15-24,male,0.1050033333333333,0.6188800000000001
CIV,2022,Upper secondary,15-24,male,0.11696,0.6404900000000001
CIV,2023,Upper secondary,15-24,male,0.11696,0.6404900000000001
CIV,2024,Upper secondary,15-24,male,0.11696,0.6404900000000001
CIV,2025,Upper secondary,15-24,male,0.11696,0.6404900000000001
CIV,2015,Upper secondary,25-54,female,0.0970766666666666,0.3619933333333333
CIV,2016,Upper secondary,25-54,female,0.05695,0.4115999999999999
CIV,2017,Upper secondary,25-54,female,0.0657333333333333,0.35985
CIV,2018,Upper secondary,25-54,female,0.0745166666666666,0.3081
CIV,2019,Upper secondary,25-54,female,0.0833,0.25635
CIV,2020,Upper secondary,25-54,female,0.0768833333333333,0.27185
CIV,2021,Upper secondary,25-54,female,0.0704666666666666,0.28735
CIV,2022,Upper secondary,25-54,female,0.06405,0.30285
CIV,2023,Upper secondary,25-54,female,0.06405,0.30285
CIV,2024,Upper secondary,25-54,female,0.06405,0.30285
CIV,2025,Upper secondary,25-54,female,0.06405,0.30285
CIV,2015,Upper secondary,25-54,male,0.0406033333333333,0.1680466666666666
CIV,2016,Upper secondary,25-54,male,0.02258,0.1933399999999999
CIV,2017,Upper secondary,25-54,male,0.0267266666666666,0.1949166666666666
CIV,2018,Upper secondary,25-54,male,0.0308733333333333,0.1964933333333333
CIV,2019,Upper secondary,25-54,male,0.0350199999999999,0.19807
CIV,2020,Upper secondary,25-54,male,0.0390866666666666,0.16933
CIV,2021,Upper secondary,25-54,male,0.0431533333333333,0.14059
CIV,2022,Upper secondary,25-54,male,0.04722,0.11185
CIV,2023,Upper secondary,25-54,male,0.04722,0.11185
CIV,2024,Upper secondary,25-54,male,0.04722,0.11185
CIV,2025,Upper secondary,25-54,male,0.04722,0.11185
CIV,2015,Upper secondary,55-64,female,0.0501299999999999,0.635027
CIV,2016,Upper secondary,55-64,female,0.0501299999999999,0.654836
CIV,2017,Upper secondary,55-64,female,0.0501299999999999,0.6746449999999999
CIV,2018,Upper secondary,55-64,female,0.0501299999999999,0.694454
CIV,2019,Upper secondary,55-64,female,0.0501299999999999,0.714263
CIV,2020,Upper secondary,55-64,female,0.0501299999999999,0.734072
CIV,2021,Upper secondary,55-64,female,0.049475,0.753881
CIV,2022,Upper secondary,55-64,female,0.045595,0.77369
CIV,2023,Upper secondary,55-64,female,0.045595,0.77369
CIV,2024,Upper secondary,55-64,female,0.045595,0.77369
CIV,2025,Upper secondary,55-64,female,0.045595,0.77369
CIV,2015,Upper secondary,55-64,male,0.04842,0.2648333333333333
CIV,2016,Upper secondary,55-64,male,0.047705,0.17247
CIV,2017,Upper secondary,55-64,male,0.04699,0.2821266666666667
CIV,2018,Upper secondary,55-64,male,0.046275,0.3917833333333333
CIV,2019,Upper secondary,55-64,male,0.04556,0.50144
CIV,2020,Upper secondary,55-64,male,0.043005,0.4069
CIV,2021,Upper secondary,55-64,male,0.04119,0.31236
CIV,2022,Upper secondary,55-64,male,0.04119,0.21782
CIV,2023,Upper secondary,55-64,male,0.03754,0.21782
CIV,2024,Upper secondary,55-64,male,0.04119,0.21782
CIV,2025,Upper secondary,55-64,male,0.04119,0.21782
CMR,2015,Less than primary,15-24,female,0.0166871428571428,0.4201057142857143
CMR,2016,Less than primary,15-24,female,0.0191642857142857,0.4481714285714285
CMR,2017,Less than primary,15-24,female,0.0216414285714285,0.4762371428571428
CMR,2018,Less than primary,15-24,female,0.0241185714285714,0.5043028571428572
CMR,2019,Less than primary,15-24,female,0.0265957142857142,0.5323685714285714
CMR,2020,Less than primary,15-24,female,0.0290728571428571,0.5604342857142858
CMR,2021,Less than primary,15-24,female,0.0315499999999999,0.5885
CMR,2022,Less than primary,15-24,female,0.0315499999999999,0.5885
CMR,2023,Less than primary,15-24,female,0.0315499999999999,0.5885
CMR,2024,Less than primary,15-24,female,0.0315499999999999,0.5885
CMR,2025,Less than primary,15-24,female,0.0315499999999999,0.5885
CMR,2015,Less than primary,15-24,male,0.0327842857142857,0.29042
CMR,2016,Less than primary,15-24,male,0.0334535714285714,0.31486
CMR,2017,Less than primary,15-24,male,0.0341228571428571,0.3393
CMR,2018,Less than primary,15-24,male,0.0347921428571428,0.36374
CMR,2019,Less than primary,15-24,male,0.0354614285714285,0.38818
CMR,2020,Less than primary,15-24,male,0.0361307142857142,0.41262
CMR,2021,Less than primary,15-24,male,0.0368,0.43706
CMR,2022,Less than primary,15-24,male,0.0368,0.43706
CMR,2023,Less than primary,15-24,male,0.0368,0.43706
CMR,2024,Less than primary,15-24,male,0.0368,0.43706
CMR,2025,Less than primary,15-24,male,0.0368,0.43706
CMR,2015,Less than primary,25-54,female,0.0081171428571428,0.2180914285714285
CMR,2016,Less than primary,25-54,female,0.0090192857142857,0.2436878571428571
CMR,2017,Less than primary,25-54,female,0.0099214285714285,0.2692842857142857
CMR,2018,Less than primary,25-54,female,0.0108235714285714,0.2948807142857143
CMR,2019,Less than primary,25-54,female,0.0117257142857142,0.3204771428571428
CMR,2020,Less than primary,25-54,female,0.0126278571428571,0.3460735714285714
CMR,2021,Less than primary,25-54,female,0.01353,0.37167
CMR,2022,Less than primary,25-54,female,0.01353,0.37167
CMR,2023,Less than primary,25-54,female,0.01353,0.37167
CMR,2024,Less than primary,25-54,female,0.01353,0.37167
CMR,2025,Less than primary,25-54,female,0.01353,0.37167
CMR,2015,Less than primary,25-54,male,0.0059385714285714,0.0628442857142857
CMR,2016,Less than primary,25-54,male,0.0064771428571428,0.0633535714285714
CMR,2017,Less than primary,25-54,male,0.0070157142857142,0.0638628571428571
CMR,2018,Less than primary,25-54,male,0.0075542857142857,0.0643721428571428
CMR,2019,Less than primary,25-54,male,0.0080928571428571,0.0648814285714285
CMR,2020,Less than primary,25-54,male,0.0086314285714285,0.0653907142857142
CMR,2021,Less than primary,25-54,male,0.00917,0.0659
CMR,2022,Less than primary,25-54,male,0.00917,0.0659
CMR,2023,Less than primary,25-54,male,0.00917,0.0659
CMR,2024,Less than primary,25-54,male,0.00917,0.0659
CMR,2025,Less than primary,25-54,male,0.00917,0.0659
CMR,2015,Less than primary,55-64,female,0.0196,0.2210471428571428
CMR,2016,Less than primary,55-64,female,0.0196,0.2380042857142857
CMR,2017,Less than primary,55-64,female,0.0196,0.2549614285714285
CMR,2018,Less than primary,55-64,female,0.0196,0.2719185714285714
CMR,2019,Less than primary,55-64,female,0.0196,0.2888757142857143
CMR,2020,Less than primary,55-64,female,0.0196,0.3058328571428571
CMR,2021,Less than primary,55-64,female,0.0196,0.32279
CMR,2022,Less than primary,55-64,female,0.0196,0.32279
CMR,2023,Less than primary,55-64,female,0.0196,0.32279
CMR,2024,Less than primary,55-64,female,0.0196,0.32279
CMR,2025,Less than primary,55-64,female,0.0196,0.32279
CMR,2015,Less than primary,55-64,male,0.00812,0.0911071428571428
CMR,2016,Less than primary,55-64,male,0.00812,0.0897042857142857
CMR,2017,Less than primary,55-64,male,0.00812,0.0883014285714285
CMR,2018,Less than primary,55-64,male,0.00812,0.0868985714285714
CMR,2019,Less than primary,55-64,male,0.00812,0.0854957142857142
CMR,2020,Less than primary,55-64,male,0.00812,0.0840928571428571
CMR,2021,Less than primary,55-64,male,0.00812,0.08269
CMR,2022,Less than primary,55-64,male,0.00812,0.08269
CMR,2023,Less than primary,55-64,male,0.00812,0.08269
CMR,2024,Less than primary,55-64,male,0.00812,0.08269
CMR,2025,Less than primary,55-64,male,0.00812,0.08269
CMR,2015,Lower secondary,15-24,female,0.0703,0.61669
CMR,2016,Lower secondary,15-24,female,0.0703,0.61669
CMR,2017,Lower secondary,15-24,female,0.0703,0.61669
CMR,2018,Lower secondary,15-24,female,0.0703,0.61669
CMR,2019,Lower secondary,15-24,female,0.0703,0.61669
CMR,2020,Lower secondary,15-24,female,0.0703,0.61669
CMR,2021,Lower secondary,15-24,female,0.0703,0.61669
CMR,2022,Lower secondary,15-24,female,0.0703,0.61669
CMR,2023,Lower secondary,15-24,female,0.0703,0.61669
CMR,2024,Lower secondary,15-24,female,0.0703,0.61669
CMR,2025,Lower secondary,15-24,female,0.0703,0.61669
CMR,2015,Lower secondary,15-24,male,0.0290799999999999,0.47955
CMR,2016,Lower secondary,15-24,male,0.0290799999999999,0.47955
CMR,2017,Lower secondary,15-24,male,0.0290799999999999,0.47955
CMR,2018,Lower secondary,15-24,male,0.0290799999999999,0.47955
CMR,2019,Lower secondary,15-24,male,0.0290799999999999,0.47955
CMR,2020,Lower secondary,15-24,male,0.0290799999999999,0.47955
CMR,2021,Lower secondary,15-24,male,0.0290799999999999,0.47955
CMR,2022,Lower secondary,15-24,male,0.0290799999999999,0.47955
CMR,2023,Lower secondary,15-24,male,0.0290799999999999,0.47955
CMR,2024,Lower secondary,15-24,male,0.0290799999999999,0.47955
CMR,2025,Lower secondary,15-24,male,0.0290799999999999,0.47955
CMR,2015,Lower secondary,25-54,female,0.05174,0.1976099999999999
CMR,2016,Lower secondary,25-54,female,0.05174,0.1976099999999999
CMR,2017,Lower secondary,25-54,female,0.05174,0.1976099999999999
CMR,2018,Lower secondary,25-54,female,0.05174,0.1976099999999999
CMR,2019,Lower secondary,25-54,female,0.05174,0.1976099999999999
CMR,2020,Lower secondary,25-54,female,0.05174,0.1976099999999999
CMR,2021,Lower secondary,25-54,female,0.05174,0.1976099999999999
CMR,2022,Lower secondary,25-54,female,0.05174,0.1976099999999999
CMR,2023,Lower secondary,25-54,female,0.05174,0.1976099999999999
CMR,2024,Lower secondary,25-54,female,0.05174,0.1976099999999999
CMR,2025,Lower secondary,25-54,female,0.05174,0.1976099999999999
CMR,2015,Lower secondary,25-54,male,0.02419,0.05085
CMR,2016,Lower secondary,25-54,male,0.02419,0.05085
CMR,2017,Lower secondary,25-54,male,0.02419,0.05085
CMR,2018,Lower secondary,25-54,male,0.02419,0.05085
CMR,2019,Lower secondary,25-54,male,0.02419,0.05085
CMR,2020,Lower secondary,25-54,male,0.02419,0.05085
CMR,2021,Lower secondary,25-54,male,0.02419,0.05085
CMR,2022,Lower secondary,25-54,male,0.02419,0.05085
CMR,2023,Lower secondary,25-54,male,0.02419,0.05085
CMR,2024,Lower secondary,25-54,male,0.02419,0.05085
CMR,2025,Lower secondary,25-54,male,0.02419,0.05085
CMR,2015,Lower secondary,55-64,female,0.0829299999999999,0.36581
CMR,2016,Lower secondary,55-64,female,0.0829299999999999,0.36581
CMR,2017,Lower secondary,55-64,female,0.0829299999999999,0.36581
CMR,2018,Lower secondary,55-64,female,0.0829299999999999,0.36581
CMR,2019,Lower secondary,55-64,female,0.0829299999999999,0.36581
CMR,2020,Lower secondary,55-64,female,0.0829299999999999,0.36581
CMR,2021,Lower secondary,55-64,female,0.0829299999999999,0.36581
CMR,2022,Lower secondary,55-64,female,0.0829299999999999,0.36581
CMR,2023,Lower secondary,55-64,female,0.0829299999999999,0.36581
CMR,2024,Lower secondary,55-64,female,0.0829299999999999,0.36581
CMR,2025,Lower secondary,55-64,female,0.0829299999999999,0.36581
CMR,2015,Lower secondary,55-64,male,0.1022,0.18037
CMR,2016,Lower secondary,55-64,male,0.1022,0.18037
CMR,2017,Lower secondary,55-64,male,0.1022,0.18037
CMR,2018,Lower secondary,55-64,male,0.1022,0.18037
CMR,2019,Lower secondary,55-64,male,0.1022,0.18037
CMR,2020,Lower secondary,55-64,male,0.1022,0.18037
CMR,2021,Lower secondary,55-64,male,0.1022,0.18037
CMR,2022,Lower secondary,55-64,male,0.1022,0.18037
CMR,2023,Lower secondary,55-64,male,0.1022,0.18037
CMR,2024,Lower secondary,55-64,male,0.1022,0.18037
CMR,2025,Lower secondary,55-64,male,0.1022,0.18037
CMR,2015,Primary,15-24,female,0.0252599999999999,0.34033
CMR,2016,Primary,15-24,female,0.0252599999999999,0.34033
CMR,2017,Primary,15-24,female,0.0252599999999999,0.34033
CMR,2018,Primary,15-24,female,0.0252599999999999,0.34033
CMR,2019,Primary,15-24,female,0.0252599999999999,0.34033
CMR,2020,Primary,15-24,female,0.0252599999999999,0.34033
CMR,2021,Primary,15-24,female,0.0252599999999999,0.34033
CMR,2022,Primary,15-24,female,0.0252599999999999,0.34033
CMR,2023,Primary,15-24,female,0.0252599999999999,0.34033
CMR,2024,Primary,15-24,female,0.0252599999999999,0.34033
CMR,2025,Primary,15-24,female,0.0252599999999999,0.34033
CMR,2015,Primary,15-24,male,0.04002,0.27685
CMR,2016,Primary,15-24,male,0.04002,0.27685
CMR,2017,Primary,15-24,male,0.04002,0.27685
CMR,2018,Primary,15-24,male,0.04002,0.27685
CMR,2019,Primary,15-24,male,0.04002,0.27685
CMR,2020,Primary,15-24,male,0.04002,0.27685
CMR,2021,Primary,15-24,male,0.04002,0.27685
CMR,2022,Primary,15-24,male,0.04002,0.27685
CMR,2023,Primary,15-24,male,0.04002,0.27685
CMR,2024,Primary,15-24,male,0.04002,0.27685
CMR,2025,Primary,15-24,male,0.04002,0.27685
CMR,2015,Primary,25-54,female,0.01199,0.16003
CMR,2016,Primary,25-54,female,0.01199,0.16003
CMR,2017,Primary,25-54,female,0.01199,0.16003
CMR,2018,Primary,25-54,female,0.01199,0.16003
CMR,2019,Primary,25-54,female,0.01199,0.16003
CMR,2020,Primary,25-54,female,0.01199,0.16003
CMR,2021,Primary,25-54,female,0.01199,0.16003
CMR,2022,Primary,25-54,female,0.01199,0.16003
CMR,2023,Primary,25-54,female,0.01199,0.16003
CMR,2024,Primary,25-54,female,0.01199,0.16003
CMR,2025,Primary,25-54,female,0.01199,0.16003
CMR,2015,Primary,25-54,male,0.0128899999999999,0.03565
CMR,2016,Primary,25-54,male,0.0128899999999999,0.03565
CMR,2017,Primary,25-54,male,0.0128899999999999,0.03565
CMR,2018,Primary,25-54,male,0.0128899999999999,0.03565
CMR,2019,Primary,25-54,male,0.0128899999999999,0.03565
CMR,2020,Primary,25-54,male,0.0128899999999999,0.03565
CMR,2021,Primary,25-54,male,0.0128899999999999,0.03565
CMR,2022,Primary,25-54,male,0.0128899999999999,0.03565
CMR,2023,Primary,25-54,male,0.0128899999999999,0.03565
CMR,2024,Primary,25-54,male,0.0128899999999999,0.03565
CMR,2025,Primary,25-54,male,0.0128899999999999,0.03565
CMR,2015,Primary,55-64,female,0.05519,0.1775199999999999
CMR,2016,Primary,55-64,female,0.05519,0.1775199999999999
CMR,2017,Primary,55-64,female,0.05519,0.1775199999999999
CMR,2018,Primary,55-64,female,0.05519,0.1775199999999999
CMR,2019,Primary,55-64,female,0.05519,0.1775199999999999
CMR,2020,Primary,55-64,female,0.05519,0.1775199999999999
CMR,2021,Primary,55-64,female,0.05519,0.1775199999999999
CMR,2022,Primary,55-64,female,0.05519,0.1775199999999999
CMR,2023,Primary,55-64,female,0.05519,0.1775199999999999
CMR,2024,Primary,55-64,female,0.05519,0.1775199999999999
CMR,2025,Primary,55-64,female,0.05519,0.1775199999999999
CMR,2015,Primary,55-64,male,0.01385,0.11619
CMR,2016,Primary,55-64,male,0.01385,0.11619
CMR,2017,Primary,55-64,male,0.01385,0.11619
CMR,2018,Primary,55-64,male,0.01385,0.11619
CMR,2019,Primary,55-64,male,0.01385,0.11619
CMR,2020,Primary,55-64,male,0.01385,0.11619
CMR,2021,Primary,55-64,male,0.01385,0.11619
CMR,2022,Primary,55-64,male,0.01385,0.11619
CMR,2023,Primary,55-64,male,0.01385,0.11619
CMR,2024,Primary,55-64,male,0.01385,0.11619
CMR,2025,Primary,55-64,male,0.01385,0.11619
CMR,2015,Tertiary,15-24,female,0.36674,0.46177
CMR,2016,Tertiary,15-24,female,0.36674,0.46177
CMR,2017,Tertiary,15-24,female,0.36674,0.46177
CMR,2018,Tertiary,15-24,female,0.36674,0.46177
CMR,2019,Tertiary,15-24,female,0.36674,0.46177
CMR,2020,Tertiary,15-24,female,0.36674,0.46177
CMR,2021,Tertiary,15-24,female,0.36674,0.46177
CMR,2022,Tertiary,15-24,female,0.36674,0.46177
CMR,2023,Tertiary,15-24,female,0.36674,0.46177
CMR,2024,Tertiary,15-24,female,0.36674,0.46177
CMR,2025,Tertiary,15-24,female,0.36674,0.46177
CMR,2015,Tertiary,15-24,male,0.43125,0.47075
CMR,2016,Tertiary,15-24,male,0.43125,0.47075
CMR,2017,Tertiary,15-24,male,0.43125,0.47075
CMR,2018,Tertiary,15-24,male,0.43125,0.47075
CMR,2019,Tertiary,15-24,male,0.43125,0.47075
CMR,2020,Tertiary,15-24,male,0.43125,0.47075
CMR,2021,Tertiary,15-24,male,0.43125,0.47075
CMR,2022,Tertiary,15-24,male,0.43125,0.47075
CMR,2023,Tertiary,15-24,male,0.43125,0.47075
CMR,2024,Tertiary,15-24,male,0.43125,0.47075
CMR,2025,Tertiary,15-24,male,0.43125,0.47075
CMR,2015,Tertiary,25-54,female,0.17625,0.24377
CMR,2016,Tertiary,25-54,female,0.17625,0.24377
CMR,2017,Tertiary,25-54,female,0.17625,0.24377
CMR,2018,Tertiary,25-54,female,0.17625,0.24377
CMR,2019,Tertiary,25-54,female,0.17625,0.24377
CMR,2020,Tertiary,25-54,female,0.17625,0.24377
CMR,2021,Tertiary,25-54,female,0.17625,0.24377
CMR,2022,Tertiary,25-54,female,0.17625,0.24377
CMR,2023,Tertiary,25-54,female,0.17625,0.24377
CMR,2024,Tertiary,25-54,female,0.17625,0.24377
CMR,2025,Tertiary,25-54,female,0.17625,0.24377
CMR,2015,Tertiary,25-54,male,0.07753,0.14195
CMR,2016,Tertiary,25-54,male,0.07753,0.14195
CMR,2017,Tertiary,25-54,male,0.07753,0.14195
CMR,2018,Tertiary,25-54,male,0.07753,0.14195
CMR,2019,Tertiary,25-54,male,0.07753,0.14195
CMR,2020,Tertiary,25-54,male,0.07753,0.14195
CMR,2021,Tertiary,25-54,male,0.07753,0.14195
CMR,2022,Tertiary,25-54,male,0.07753,0.14195
CMR,2023,Tertiary,25-54,male,0.07753,0.14195
CMR,2024,Tertiary,25-54,male,0.07753,0.14195
CMR,2025,Tertiary,25-54,male,0.07753,0.14195
CMR,2015,Tertiary,55-64,female,0.0,0.31304
CMR,2016,Tertiary,55-64,female,0.0,0.31304
CMR,2017,Tertiary,55-64,female,0.0,0.31304
CMR,2018,Tertiary,55-64,female,0.0,0.31304
CMR,2019,Tertiary,55-64,female,0.0,0.31304
CMR,2020,Tertiary,55-64,female,0.0,0.31304
CMR,2021,Tertiary,55-64,female,0.0,0.31304
CMR,2022,Tertiary,55-64,female,0.0,0.31304
CMR,2023,Tertiary,55-64,female,0.0,0.31304
CMR,2024,Tertiary,55-64,female,0.0,0.31304
CMR,2025,Tertiary,55-64,female,0.0,0.31304
CMR,2015,Tertiary,55-64,male,0.04507,0.29283
CMR,2016,Tertiary,55-64,male,0.04507,0.29283
CMR,2017,Tertiary,55-64,male,0.04507,0.29283
CMR,2018,Tertiary,55-64,male,0.04507,0.29283
CMR,2019,Tertiary,55-64,male,0.04507,0.29283
CMR,2020,Tertiary,55-64,male,0.04507,0.29283
CMR,2021,Tertiary,55-64,male,0.04507,0.29283
CMR,2022,Tertiary,55-64,male,0.04507,0.29283
CMR,2023,Tertiary,55-64,male,0.04507,0.29283
CMR,2024,Tertiary,55-64,male,0.04507,0.29283
CMR,2025,Tertiary,55-64,male,0.04507,0.29283
CMR,2015,Upper secondary,15-24,female,0.1205,0.77376
CMR,2016,Upper secondary,15-24,female,0.1205,0.77376
CMR,2017,Upper secondary,15-24,female,0.1205,0.77376
CMR,2018,Upper secondary,15-24,female,0.1205,0.77376
CMR,2019,Upper secondary,15-24,female,0.1205,0.77376
CMR,2020,Upper secondary,15-24,female,0.1205,0.77376
CMR,2021,Upper secondary,15-24,female,0.1205,0.77376
CMR,2022,Upper secondary,15-24,female,0.1205,0.77376
CMR,2023,Upper secondary,15-24,female,0.1205,0.77376
CMR,2024,Upper secondary,15-24,female,0.1205,0.77376
CMR,2025,Upper secondary,15-24,female,0.1205,0.77376
CMR,2015,Upper secondary,15-24,male,0.09307,0.62407
CMR,2016,Upper secondary,15-24,male,0.09307,0.62407
CMR,2017,Upper secondary,15-24,male,0.09307,0.62407
CMR,2018,Upper secondary,15-24,male,0.09307,0.62407
CMR,2019,Upper secondary,15-24,male,0.09307,0.62407
CMR,2020,Upper secondary,15-24,male,0.09307,0.62407
CMR,2021,Upper secondary,15-24,male,0.09307,0.62407
CMR,2022,Upper secondary,15-24,male,0.09307,0.62407
CMR,2023,Upper secondary,15-24,male,0.09307,0.62407
CMR,2024,Upper secondary,15-24,male,0.09307,0.62407
CMR,2025,Upper secondary,15-24,male,0.09307,0.62407
CMR,2015,Upper secondary,25-54,female,0.0979299999999999,0.22304
CMR,2016,Upper secondary,25-54,female,0.0979299999999999,0.22304
CMR,2017,Upper secondary,25-54,female,0.0979299999999999,0.22304
CMR,2018,Upper secondary,25-54,female,0.0979299999999999,0.22304
CMR,2019,Upper secondary,25-54,female,0.0979299999999999,0.22304
CMR,2020,Upper secondary,25-54,female,0.0979299999999999,0.22304
CMR,2021,Upper secondary,25-54,female,0.0979299999999999,0.22304
CMR,2022,Upper secondary,25-54,female,0.0979299999999999,0.22304
CMR,2023,Upper secondary,25-54,female,0.0979299999999999,0.22304
CMR,2024,Upper secondary,25-54,female,0.0979299999999999,0.22304
CMR,2025,Upper secondary,25-54,female,0.0979299999999999,0.22304
CMR,2015,Upper secondary,25-54,male,0.03465,0.08832
CMR,2016,Upper secondary,25-54,male,0.03465,0.08832
CMR,2017,Upper secondary,25-54,male,0.03465,0.08832
CMR,2018,Upper secondary,25-54,male,0.03465,0.08832
CMR,2019,Upper secondary,25-54,male,0.03465,0.08832
CMR,2020,Upper secondary,25-54,male,0.03465,0.08832
CMR,2021,Upper secondary,25-54,male,0.03465,0.08832
CMR,2022,Upper secondary,25-54,male,0.03465,0.08832
CMR,2023,Upper secondary,25-54,male,0.03465,0.08832
CMR,2024,Upper secondary,25-54,male,0.03465,0.08832
CMR,2025,Upper secondary,25-54,male,0.03465,0.08832
CMR,2015,Upper secondary,55-64,female,0.0625,0.29511
CMR,2016,Upper secondary,55-64,female,0.0625,0.29511
CMR,2017,Upper secondary,55-64,female,0.0625,0.29511
CMR,2018,Upper secondary,55-64,female,0.0625,0.29511
CMR,2019,Upper secondary,55-64,female,0.0625,0.29511
CMR,2020,Upper secondary,55-64,female,0.0625,0.29511
CMR,2021,Upper secondary,55-64,female,0.0625,0.29511
CMR,2022,Upper secondary,55-64,female,0.0625,0.29511
CMR,2023,Upper secondary,55-64,female,0.0625,0.29511
CMR,2024,Upper secondary,55-64,female,0.0625,0.29511
CMR,2025,Upper secondary,55-64,female,0.0625,0.29511
CMR,2015,Upper secondary,55-64,male,0.07947,0.209
CMR,2016,Upper secondary,55-64,male,0.07947,0.209
CMR,2017,Upper secondary,55-64,male,0.07947,0.209
CMR,2018,Upper secondary,55-64,male,0.07947,0.209
CMR,2019,Upper secondary,55-64,male,0.07947,0.209
CMR,2020,Upper secondary,55-64,male,0.07947,0.209
CMR,2021,Upper secondary,55-64,male,0.07947,0.209
CMR,2022,Upper secondary,55-64,male,0.07947,0.209
CMR,2023,Upper secondary,55-64,male,0.07947,0.209
CMR,2024,Upper secondary,55-64,male,0.07947,0.209
CMR,2025,Upper secondary,55-64,male,0.07947,0.209
COD,2015,Less than primary,15-24,female,0.03291,0.3698075
COD,2016,Less than primary,15-24,female,0.03291,0.38888
COD,2017,Less than primary,15-24,female,0.03291,0.4079525
COD,2018,Less than primary,15-24,female,0.03291,0.427025
COD,2019,Less than primary,15-24,female,0.03291,0.4460975
COD,2020,Less than primary,15-24,female,0.03291,0.46517
COD,2021,Less than primary,15-24,female,0.03291,0.46517
COD,2022,Less than primary,15-24,female,0.03291,0.46517
COD,2023,Less than primary,15-24,female,0.03291,0.46517
COD,2024,Less than primary,15-24,female,0.03291,0.46517
COD,2025,Less than primary,15-24,female,0.03291,0.46517
COD,2015,Less than primary,15-24,male,0.06328,0.46006875
COD,2016,Less than primary,15-24,male,0.06328,0.468955
COD,2017,Less than primary,15-24,male,0.06328,0.47784125
COD,2018,Less than primary,15-24,male,0.06328,0.4867275
COD,2019,Less than primary,15-24,male,0.06328,0.4956137500000001
COD,2020,Less than primary,15-24,male,0.06328,0.5045000000000001
COD,2021,Less than primary,15-24,male,0.06328,0.5045000000000001
COD,2022,Less than primary,15-24,male,0.06328,0.5045000000000001
COD,2023,Less than primary,15-24,male,0.06328,0.5045000000000001
COD,2024,Less than primary,15-24,male,0.06328,0.5045000000000001
COD,2025,Less than primary,15-24,male,0.06328,0.5045000000000001
COD,2015,Less than primary,25-54,female,0.0080325,0.21493625
COD,2016,Less than primary,25-54,female,0.00697,0.226825
COD,2017,Less than primary,25-54,female,0.0059075,0.23871375
COD,2018,Less than primary,25-54,female,0.004845,0.2506025
COD,2019,Less than primary,25-54,female,0.0037825,0.26249125
COD,2020,Less than primary,25-54,female,0.00272,0.27438
COD,2021,Less than primary,25-54,female,0.00272,0.27438
COD,2022,Less than primary,25-54,female,0.00272,0.27438
COD,2023,Less than primary,25-54,female,0.00272,0.27438
COD,2024,Less than primary,25-54,female,0.00272,0.27438
COD,2025,Less than primary,25-54,female,0.00272,0.27438
COD,2015,Less than primary,25-54,male,0.0190712499999999,0.16927125
COD,2016,Less than primary,25-54,male,0.016655,0.186965
COD,2017,Less than primary,25-54,male,0.01423875,0.20465875
COD,2018,Less than primary,25-54,male,0.0118225,0.2223525
