ccode,year,edu_ilo,age_group,gender,share_unemp,share_inact
AGO,2015,Less than primary,15-24,female,0.056506,0.613708
AGO,2016,Less than primary,15-24,female,0.054342,0.532776
AGO,2017,Less than primary,15-24,female,0.052178,0.451844
AGO,2018,Less than primary,15-24,female,0.050014,0.370912
AGO,2019,Less than primary,15-24,female,0.04785,0.28998
AGO,2020,Less than primary,15-24,female,0.04213,0.281315
AGO,2021,Less than primary,15-24,female,0.03641,0.27265
AGO,2022,Less than primary,15-24,female,0.03641,0.27265
AGO,2023,Less than primary,15-24,female,0.03641,0.27265
AGO,2024,Less than primary,15-24,female,0.03641,0.27265
AGO,2025,Less than primary,15-24,female,0.03641,0.27265
AGO,2015,Less than primary,15-24,male,0.08921,0.62146
AGO,2016,Less than primary,15-24,male,0.09644,0.55404
AGO,2017,Less than primary,15-24,male,0.10367,0.48662
AGO,2018,Less than primary,15-24,male,0.1109,0.4191999999999999
AGO,2019,Less than primary,15-24,male,0.11813,0.35178
AGO,2020,Less than primary,15-24,male,0.1212325,0.32524
AGO,2021,Less than primary,15-24,male,0.124335,0.2987
AGO,2022,Less than primary,15-24,male,0.124335,0.2987
AGO,2023,Less than primary,15-24,male,0.124335,0.2987
AGO,2024,Less than primary,15-24,male,0.124335,0.2987
AGO,2025,Less than primary,15-24,male,0.124335,0.2987
AGO,2015,Less than primary,25-54,female,0.045492,0.45848
AGO,2016,Less than primary,25-54,female,0.0426039999999999,0.3784099999999999
AGO,2017,Less than primary,25-54,female,0.039716,0.29834
AGO,2018,Less than primary,25-54,female,0.036828,0.2182699999999999
AGO,2019,Less than primary,25-54,female,0.03394,0.1382
AGO,2020,Less than primary,25-54,female,0.03069,0.114725
AGO,2021,Less than primary,25-54,female,0.02744,0.09125
AGO,2022,Less than primary,25-54,female,0.02744,0.09125
AGO,2023,Less than primary,25-54,female,0.02744,0.09125
AGO,2024,Less than primary,25-54,female,0.02744,0.09125
AGO,2025,Less than primary,25-54,female,0.02744,0.09125
AGO,2015,Less than primary,25-54,male,0.060576,0.325862
AGO,2016,Less than primary,25-54,male,0.0564519999999999,0.271884
AGO,2017,Less than primary,25-54,male,0.052328,0.217906
AGO,2018,Less than primary,25-54,male,0.048204,0.163928
AGO,2019,Less than primary,25-54,male,0.04408,0.1099499999999999
AGO,2020,Less than primary,25-54,male,0.039375,0.086125
AGO,2021,Less than primary,25-54,male,0.03467,0.0623
AGO,2022,Less than primary,25-54,male,0.03467,0.0623
AGO,2023,Less than primary,25-54,male,0.03467,0.0623
AGO,2024,Less than primary,25-54,male,0.03467,0.0623
AGO,2025,Less than primary,25-54,male,0.03467,0.0623
AGO,2015,Less than primary,55-64,female,0.015223,0.482824
AGO,2016,Less than primary,55-64,female,0.013316,0.4121379999999999
AGO,2017,Less than primary,55-64,female,0.011409,0.341452
AGO,2018,Less than primary,55-64,female,0.009502,0.2707659999999999
AGO,2019,Less than primary,55-64,female,0.007595,0.2000799999999999
AGO,2020,Less than primary,55-64,female,0.007595,0.175945
AGO,2021,Less than primary,55-64,female,0.007595,0.15181
AGO,2022,Less than primary,55-64,female,0.007595,0.15181
AGO,2023,Less than primary,55-64,female,0.007595,0.15181
AGO,2024,Less than primary,55-64,female,0.007595,0.15181
AGO,2025,Less than primary,55-64,female,0.007595,0.15181
AGO,2015,Less than primary,55-64,male,0.029315,0.363498
AGO,2016,Less than primary,55-64,male,0.02455,0.3070259999999999
AGO,2017,Less than primary,55-64,male,0.019785,0.250554
AGO,2018,Less than primary,55-64,male,0.0150199999999999,0.1940819999999999
AGO,2019,Less than primary,55-64,male,0.010255,0.1376099999999999
AGO,2020,Less than primary,55-64,male,0.010255,0.1096149999999999
AGO,2021,Less than primary,55-64,male,0.010255,0.08162
AGO,2022,Less than primary,55-64,male,0.010255,0.08162
AGO,2023,Less than primary,55-64,male,0.010255,0.08162
AGO,2024,Less than primary,55-64,male,0.010255,0.08162
AGO,2025,Less than primary,55-64,male,0.010255,0.08162
AGO,2015,Lower secondary,15-24,female,0.362118,0.745424
AGO,2016,Lower secondary,15-24,female,0.382986,0.675288
AGO,2017,Lower secondary,15-24,female,0.403854,0.605152
AGO,2018,Lower secondary,15-24,female,0.424722,0.5350159999999999
AGO,2019,Lower secondary,15-24,female,0.44559,0.46488
AGO,2020,Lower secondary,15-24,female,0.38053,0.37751
AGO,2021,Lower secondary,15-24,female,0.31547,0.29014
AGO,2022,Lower secondary,15-24,female,0.31547,0.29014
AGO,2023,Lower secondary,15-24,female,0.31547,0.29014
AGO,2024,Lower secondary,15-24,female,0.31547,0.29014
AGO,2025,Lower secondary,15-24,female,0.31547,0.29014
AGO,2015,Lower secondary,15-24,male,0.286688,0.640876
AGO,2016,Lower secondary,15-24,male,0.308226,0.565332
AGO,2017,Lower secondary,15-24,male,0.329764,0.489788
AGO,2018,Lower secondary,15-24,male,0.351302,0.4142439999999999
AGO,2019,Lower secondary,15-24,male,0.37284,0.3387
AGO,2020,Lower secondary,15-24,male,0.368125,0.281585
AGO,2021,Lower secondary,15-24,male,0.36341,0.22447
AGO,2022,Lower secondary,15-24,male,0.36341,0.22447
AGO,2023,Lower secondary,15-24,male,0.36341,0.22447
AGO,2024,Lower secondary,15-24,male,0.36341,0.22447
AGO,2025,Lower secondary,15-24,male,0.36341,0.22447
AGO,2015,Lower secondary,25-54,female,0.162792,0.505702
AGO,2016,Lower secondary,25-54,female,0.185454,0.417224
AGO,2017,Lower secondary,25-54,female,0.208116,0.328746
AGO,2018,Lower secondary,25-54,female,0.230778,0.2402679999999999
AGO,2019,Lower secondary,25-54,female,0.25344,0.15179
AGO,2020,Lower secondary,25-54,female,0.24805,0.13892
AGO,2021,Lower secondary,25-54,female,0.24266,0.12605
AGO,2022,Lower secondary,25-54,female,0.24266,0.12605
AGO,2023,Lower secondary,25-54,female,0.24266,0.12605
AGO,2024,Lower secondary,25-54,female,0.24266,0.12605
AGO,2025,Lower secondary,25-54,female,0.24266,0.12605
AGO,2015,Lower secondary,25-54,male,0.117664,0.302872
AGO,2016,Lower secondary,25-54,male,0.124968,0.239984
AGO,2017,Lower secondary,25-54,male,0.132272,0.177096
AGO,2018,Lower secondary,25-54,male,0.139576,0.1142079999999999
AGO,2019,Lower secondary,25-54,male,0.14688,0.05132
AGO,2020,Lower secondary,25-54,male,0.13794,0.044475
AGO,2021,Lower secondary,25-54,male,0.129,0.03763
AGO,2022,Lower secondary,25-54,male,0.129,0.03763
AGO,2023,Lower secondary,25-54,male,0.129,0.03763
AGO,2024,Lower secondary,25-54,male,0.129,0.03763
AGO,2025,Lower secondary,25-54,male,0.129,0.03763
AGO,2015,Lower secondary,55-64,female,0.04804,0.613444
AGO,2016,Lower secondary,55-64,female,0.04804,0.5375179999999999
AGO,2017,Lower secondary,55-64,female,0.04804,0.461592
AGO,2018,Lower secondary,55-64,female,0.04804,0.3856659999999999
AGO,2019,Lower secondary,55-64,female,0.04804,0.30974
AGO,2020,Lower secondary,55-64,female,0.04804,0.280275
AGO,2021,Lower secondary,55-64,female,0.04804,0.25081
AGO,2022,Lower secondary,55-64,female,0.04804,0.25081
AGO,2023,Lower secondary,55-64,female,0.04804,0.25081
AGO,2024,Lower secondary,55-64,female,0.04804,0.25081
AGO,2025,Lower secondary,55-64,female,0.04804,0.25081
AGO,2015,Lower secondary,55-64,male,0.0708159999999999,0.4314019999999999
AGO,2016,Lower secondary,55-64,male,0.070632,0.384044
AGO,2017,Lower secondary,55-64,male,0.070448,0.336686
AGO,2018,Lower secondary,55-64,male,0.070264,0.289328
AGO,2019,Lower secondary,55-64,male,0.07008,0.24197
AGO,2020,Lower secondary,55-64,male,0.091465,0.21597
AGO,2021,Lower secondary,55-64,male,0.11285,0.18997
AGO,2022,Lower secondary,55-64,male,0.11285,0.18997
AGO,2023,Lower secondary,55-64,male,0.11285,0.18997
AGO,2024,Lower secondary,55-64,male,0.11285,0.18997
AGO,2025,Lower secondary,55-64,male,0.11285,0.18997
AGO,2015,Primary,15-24,female,0.1849299999999999,0.715522
AGO,2016,Primary,15-24,female,0.1770999999999999,0.628614
AGO,2017,Primary,15-24,female,0.16927,0.541706
AGO,2018,Primary,15-24,female,0.16144,0.454798
AGO,2019,Primary,15-24,female,0.15361,0.36789
AGO,2020,Primary,15-24,female,0.134255,0.312835
AGO,2021,Primary,15-24,female,0.1149,0.25778
AGO,2022,Primary,15-24,female,0.1149,0.25778
AGO,2023,Primary,15-24,female,0.1149,0.25778
AGO,2024,Primary,15-24,female,0.1149,0.25778
AGO,2025,Primary,15-24,female,0.1149,0.25778
AGO,2015,Primary,15-24,male,0.170548,0.656274
AGO,2016,Primary,15-24,male,0.173796,0.586078
AGO,2017,Primary,15-24,male,0.1770439999999999,0.5158820000000001
AGO,2018,Primary,15-24,male,0.1802919999999999,0.4456859999999999
AGO,2019,Primary,15-24,male,0.1835399999999999,0.37549
AGO,2020,Primary,15-24,male,0.1684149999999999,0.324675
AGO,2021,Primary,15-24,male,0.15329,0.27386
AGO,2022,Primary,15-24,male,0.15329,0.27386
AGO,2023,Primary,15-24,male,0.15329,0.27386
AGO,2024,Primary,15-24,male,0.15329,0.27386
AGO,2025,Primary,15-24,male,0.15329,0.27386
AGO,2015,Primary,25-54,female,0.1423279999999999,0.494098
AGO,2016,Primary,25-54,female,0.131106,0.398816
AGO,2017,Primary,25-54,female,0.1198839999999999,0.303534
AGO,2018,Primary,25-54,female,0.108662,0.208252
AGO,2019,Primary,25-54,female,0.09744,0.11297
AGO,2020,Primary,25-54,female,0.092475,0.100085
AGO,2021,Primary,25-54,female,0.0875099999999999,0.0872
AGO,2022,Primary,25-54,female,0.0875099999999999,0.0872
AGO,2023,Primary,25-54,female,0.0875099999999999,0.0872
AGO,2024,Primary,25-54,female,0.0875099999999999,0.0872
AGO,2025,Primary,25-54,female,0.0875099999999999,0.0872
AGO,2015,Primary,25-54,male,0.1019,0.269172
AGO,2016,Primary,25-54,male,0.09343,0.216794
AGO,2017,Primary,25-54,male,0.08496,0.164416
AGO,2018,Primary,25-54,male,0.07649,0.1120379999999999
AGO,2019,Primary,25-54,male,0.06802,0.05966
AGO,2020,Primary,25-54,male,0.059145,0.05627
AGO,2021,Primary,25-54,male,0.05027,0.05288
AGO,2022,Primary,25-54,male,0.05027,0.05288
AGO,2023,Primary,25-54,male,0.05027,0.05288
AGO,2024,Primary,25-54,male,0.05027,0.05288
AGO,2025,Primary,25-54,male,0.05027,0.05288
AGO,2015,Primary,55-64,female,0.048872,0.562436
AGO,2016,Primary,55-64,female,0.0462539999999999,0.478342
AGO,2017,Primary,55-64,female,0.043636,0.394248
AGO,2018,Primary,55-64,female,0.041018,0.310154
AGO,2019,Primary,55-64,female,0.0384,0.22606
AGO,2020,Primary,55-64,female,0.02778,0.20603
AGO,2021,Primary,55-64,female,0.0171599999999999,0.186
AGO,2022,Primary,55-64,female,0.0171599999999999,0.186
AGO,2023,Primary,55-64,female,0.0171599999999999,0.186
AGO,2024,Primary,55-64,female,0.0171599999999999,0.186
AGO,2025,Primary,55-64,female,0.0171599999999999,0.186
AGO,2015,Primary,55-64,male,0.056322,0.360346
AGO,2016,Primary,55-64,male,0.047474,0.3051319999999999
AGO,2017,Primary,55-64,male,0.038626,0.249918
AGO,2018,Primary,55-64,male,0.029778,0.194704
AGO,2019,Primary,55-64,male,0.02093,0.13949
AGO,2020,Primary,55-64,male,0.029685,0.15332
AGO,2021,Primary,55-64,male,0.03844,0.16715
AGO,2022,Primary,55-64,male,0.03844,0.16715
AGO,2023,Primary,55-64,male,0.03844,0.16715
AGO,2024,Primary,55-64,male,0.03844,0.16715
AGO,2025,Primary,55-64,male,0.03844,0.16715
AGO,2015,Tertiary,15-24,female,0.6512399999999999,0.29146
AGO,2016,Tertiary,15-24,female,0.6512399999999999,0.29146
AGO,2017,Tertiary,15-24,female,0.6512399999999999,0.29146
AGO,2018,Tertiary,15-24,female,0.6512399999999999,0.29146
AGO,2019,Tertiary,15-24,female,0.6512399999999999,0.29146
AGO,2020,Tertiary,15-24,female,0.7518799999999999,0.29146
AGO,2021,Tertiary,15-24,female,0.85252,0.29146
AGO,2022,Tertiary,15-24,female,0.85252,0.29146
AGO,2023,Tertiary,15-24,female,0.85252,0.29146
AGO,2024,Tertiary,15-24,female,0.85252,0.29146
AGO,2025,Tertiary,15-24,female,0.85252,0.29146
AGO,2015,Tertiary,15-24,male,0.75724,0.17219
AGO,2016,Tertiary,15-24,male,0.75724,0.17219
AGO,2017,Tertiary,15-24,male,0.75724,0.17219
AGO,2018,Tertiary,15-24,male,0.75724,0.17219
AGO,2019,Tertiary,15-24,male,0.75724,0.17219
AGO,2020,Tertiary,15-24,male,0.70502,0.17219
AGO,2021,Tertiary,15-24,male,0.6528,0.17219
AGO,2022,Tertiary,15-24,male,0.6528,0.17219
AGO,2023,Tertiary,15-24,male,0.6528,0.17219
AGO,2024,Tertiary,15-24,male,0.6528,0.17219
AGO,2025,Tertiary,15-24,male,0.6528,0.17219
AGO,2015,Tertiary,25-54,female,0.102588,0.298144
AGO,2016,Tertiary,25-54,female,0.131836,0.248033
AGO,2017,Tertiary,25-54,female,0.1610839999999999,0.197922
AGO,2018,Tertiary,25-54,female,0.190332,0.147811
AGO,2019,Tertiary,25-54,female,0.21958,0.0977
AGO,2020,Tertiary,25-54,female,0.19295,0.0728999999999999
AGO,2021,Tertiary,25-54,female,0.16632,0.0481
AGO,2022,Tertiary,25-54,female,0.16632,0.0481
AGO,2023,Tertiary,25-54,female,0.16632,0.0481
AGO,2024,Tertiary,25-54,female,0.16632,0.0481
AGO,2025,Tertiary,25-54,female,0.16632,0.0481
AGO,2015,Tertiary,25-54,male,0.0601159999999999,0.16369
AGO,2016,Tertiary,25-54,male,0.077787,0.128375
AGO,2017,Tertiary,25-54,male,0.095458,0.09306
AGO,2018,Tertiary,25-54,male,0.113129,0.0577449999999999
AGO,2019,Tertiary,25-54,male,0.1308,0.02243
AGO,2020,Tertiary,25-54,male,0.13694,0.025585
AGO,2021,Tertiary,25-54,male,0.1430799999999999,0.02874
AGO,2022,Tertiary,25-54,male,0.1430799999999999,0.02874
AGO,2023,Tertiary,25-54,male,0.1430799999999999,0.02874
AGO,2024,Tertiary,25-54,male,0.1430799999999999,0.02874
AGO,2025,Tertiary,25-54,male,0.1430799999999999,0.02874
AGO,2015,Tertiary,55-64,female,0.0387225,0.494796
AGO,2016,Tertiary,55-64,female,0.05484,0.492567
AGO,2017,Tertiary,55-64,female,0.02345,0.490338
AGO,2018,Tertiary,55-64,female,0.02329,0.488109
AGO,2019,Tertiary,55-64,female,0.02743,0.48588
AGO,2020,Tertiary,55-64,female,0.02837,0.48588
AGO,2021,Tertiary,55-64,female,0.03345,0.48588
AGO,2022,Tertiary,55-64,female,0.03579,0.48588
AGO,2023,Tertiary,55-64,female,0.02828,0.48588
AGO,2024,Tertiary,55-64,female,0.03476,0.48588
AGO,2025,Tertiary,55-64,female,0.03476,0.48588
AGO,2015,Tertiary,55-64,male,0.028075,0.236314
AGO,2016,Tertiary,55-64,male,0.028075,0.236988
AGO,2017,Tertiary,55-64,male,0.028075,0.237662
AGO,2018,Tertiary,55-64,male,0.028075,0.238336
AGO,2019,Tertiary,55-64,male,0.028075,0.23901
AGO,2020,Tertiary,55-64,male,0.028075,0.25939
AGO,2021,Tertiary,55-64,male,0.028075,0.27977
AGO,2022,Tertiary,55-64,male,0.028075,0.27977
AGO,2023,Tertiary,55-64,male,0.028075,0.27977
AGO,2024,Tertiary,55-64,male,0.028075,0.27977
AGO,2025,Tertiary,55-64,male,0.028075,0.27977
AGO,2015,Upper secondary,15-24,female,0.4061479999999999,0.61947
AGO,2016,Upper secondary,15-24,female,0.462236,0.53929
AGO,2017,Upper secondary,15-24,female,0.518324,0.45911
AGO,2018,Upper secondary,15-24,female,0.5744119999999999,0.37893
AGO,2019,Upper secondary,15-24,female,0.6305,0.29875
AGO,2020,Upper secondary,15-24,female,0.62576,0.2679
AGO,2021,Upper secondary,15-24,female,0.62102,0.2370499999999999
AGO,2022,Upper secondary,15-24,female,0.62102,0.2370499999999999
AGO,2023,Upper secondary,15-24,female,0.62102,0.2370499999999999
AGO,2024,Upper secondary,15-24,female,0.62102,0.2370499999999999
AGO,2025,Upper secondary,15-24,female,0.62102,0.2370499999999999
AGO,2015,Upper secondary,15-24,male,0.320722,0.513786
AGO,2016,Upper secondary,15-24,male,0.370654,0.445872
AGO,2017,Upper secondary,15-24,male,0.420586,0.377958
AGO,2018,Upper secondary,15-24,male,0.470518,0.310044
AGO,2019,Upper secondary,15-24,male,0.52045,0.24213
AGO,2020,Upper secondary,15-24,male,0.5606450000000001,0.183375
AGO,2021,Upper secondary,15-24,male,0.60084,0.12462
AGO,2022,Upper secondary,15-24,male,0.60084,0.12462
AGO,2023,Upper secondary,15-24,male,0.60084,0.12462
AGO,2024,Upper secondary,15-24,male,0.60084,0.12462
AGO,2025,Upper secondary,15-24,male,0.60084,0.12462
AGO,2015,Upper secondary,25-54,female,0.17098,0.412594
AGO,2016,Upper secondary,25-54,female,0.21156,0.336788
AGO,2017,Upper secondary,25-54,female,0.25214,0.260982
AGO,2018,Upper secondary,25-54,female,0.29272,0.1851759999999999
AGO,2019,Upper secondary,25-54,female,0.3333,0.10937
AGO,2020,Upper secondary,25-54,female,0.3239849999999999,0.104945
AGO,2021,Upper secondary,25-54,female,0.31467,0.10052
AGO,2022,Upper secondary,25-54,female,0.31467,0.10052
AGO,2023,Upper secondary,25-54,female,0.31467,0.10052
AGO,2024,Upper secondary,25-54,female,0.31467,0.10052
AGO,2025,Upper secondary,25-54,female,0.31467,0.10052
AGO,2015,Upper secondary,25-54,male,0.1113039999999999,0.247462
AGO,2016,Upper secondary,25-54,male,0.128298,0.1951039999999999
AGO,2017,Upper secondary,25-54,male,0.145292,0.142746
AGO,2018,Upper secondary,25-54,male,0.1622859999999999,0.090388
AGO,2019,Upper secondary,25-54,male,0.17928,0.03803
AGO,2020,Upper secondary,25-54,male,0.17604,0.040265
AGO,2021,Upper secondary,25-54,male,0.1728,0.0425
AGO,2022,Upper secondary,25-54,male,0.1728,0.0425
AGO,2023,Upper secondary,25-54,male,0.1728,0.0425
AGO,2024,Upper secondary,25-54,male,0.1728,0.0425
AGO,2025,Upper secondary,25-54,male,0.1728,0.0425
AGO,2015,Upper secondary,55-64,female,0.02846,0.5423020000000001
AGO,2016,Upper secondary,55-64,female,0.02846,0.491374
AGO,2017,Upper secondary,55-64,female,0.02846,0.440446
AGO,2018,Upper secondary,55-64,female,0.02846,0.389518
AGO,2019,Upper secondary,55-64,female,0.02846,0.33859
AGO,2020,Upper secondary,55-64,female,0.02846,0.435065
AGO,2021,Upper secondary,55-64,female,0.02846,0.53154
AGO,2022,Upper secondary,55-64,female,0.02846,0.53154
AGO,2023,Upper secondary,55-64,female,0.02846,0.53154
AGO,2024,Upper secondary,55-64,female,0.02846,0.53154
AGO,2025,Upper secondary,55-64,female,0.02846,0.53154
AGO,2015,Upper secondary,55-64,male,0.04873,0.36128
AGO,2016,Upper secondary,55-64,male,0.0473,0.3329
AGO,2017,Upper secondary,55-64,male,0.04587,0.30452
AGO,2018,Upper secondary,55-64,male,0.04444,0.27614
AGO,2019,Upper secondary,55-64,male,0.04301,0.24776
AGO,2020,Upper secondary,55-64,male,0.04301,0.256255
AGO,2021,Upper secondary,55-64,male,0.04301,0.26475
AGO,2022,Upper secondary,55-64,male,0.04301,0.26475
AGO,2023,Upper secondary,55-64,male,0.04301,0.26475
AGO,2024,Upper secondary,55-64,male,0.04301,0.26475
AGO,2025,Upper secondary,55-64,male,0.04301,0.26475
BDI,2015,Less than primary,15-24,female,0.00695,0.2410266666666666
BDI,2016,Less than primary,15-24,female,0.00695,0.2262433333333333
BDI,2017,Less than primary,15-24,female,0.00695,0.2114599999999999
BDI,2018,Less than primary,15-24,female,0.00695,0.1966766666666666
BDI,2019,Less than primary,15-24,female,0.00695,0.1818933333333333
BDI,2020,Less than primary,15-24,female,0.00695,0.1671099999999999
BDI,2021,Less than primary,15-24,female,0.00695,0.1671099999999999
BDI,2022,Less than primary,15-24,female,0.00695,0.1671099999999999
BDI,2023,Less than primary,15-24,female,0.00695,0.1671099999999999
BDI,2024,Less than primary,15-24,female,0.00695,0.1671099999999999
BDI,2025,Less than primary,15-24,female,0.00695,0.1671099999999999
BDI,2015,Less than primary,15-24,male,0.027195,0.3360416666666667
BDI,2016,Less than primary,15-24,male,0.02773,0.3075433333333333
BDI,2017,Less than primary,15-24,male,0.028265,0.279045
BDI,2018,Less than primary,15-24,male,0.0288,0.2505466666666667
BDI,2019,Less than primary,15-24,male,0.029335,0.2220483333333333
BDI,2020,Less than primary,15-24,male,0.02987,0.19355
BDI,2021,Less than primary,15-24,male,0.02987,0.19355
BDI,2022,Less than primary,15-24,male,0.02987,0.19355
BDI,2023,Less than primary,15-24,male,0.02987,0.19355
BDI,2024,Less than primary,15-24,male,0.02987,0.19355
BDI,2025,Less than primary,15-24,male,0.02987,0.19355
BDI,2015,Less than primary,25-54,female,0.00406,0.037715
BDI,2016,Less than primary,25-54,female,0.0038,0.04334
BDI,2017,Less than primary,25-54,female,0.00354,0.0489649999999999
BDI,2018,Less than primary,25-54,female,0.00328,0.0545899999999999
BDI,2019,Less than primary,25-54,female,0.00302,0.060215
BDI,2020,Less than primary,25-54,female,0.00276,0.06584
BDI,2021,Less than primary,25-54,female,0.00276,0.06584
BDI,2022,Less than primary,25-54,female,0.00276,0.06584
BDI,2023,Less than primary,25-54,female,0.00276,0.06584
BDI,2024,Less than primary,25-54,female,0.00276,0.06584
BDI,2025,Less than primary,25-54,female,0.00276,0.06584
BDI,2015,Less than primary,25-54,male,0.0065866666666666,0.02763
BDI,2016,Less than primary,25-54,male,0.0056833333333333,0.0311599999999999
BDI,2017,Less than primary,25-54,male,0.0047799999999999,0.03469
BDI,2018,Less than primary,25-54,male,0.0038766666666666,0.03822
BDI,2019,Less than primary,25-54,male,0.0029733333333333,0.0417499999999999
BDI,2020,Less than primary,25-54,male,0.00207,0.0452799999999999
BDI,2021,Less than primary,25-54,male,0.00207,0.0452799999999999
BDI,2022,Less than primary,25-54,male,0.00207,0.0452799999999999
BDI,2023,Less than primary,25-54,male,0.00207,0.0452799999999999
BDI,2024,Less than primary,25-54,male,0.00207,0.0452799999999999
BDI,2025,Less than primary,25-54,male,0.00207,0.0452799999999999
BDI,2015,Less than primary,55-64,female,0.04027,0.0949966666666666
BDI,2016,Less than primary,55-64,female,0.04473,0.0963333333333333
BDI,2017,Less than primary,55-64,female,0.0332166666666666,0.0976699999999999
BDI,2018,Less than primary,55-64,female,0.03034,0.0990066666666666
BDI,2019,Less than primary,55-64,female,0.0298,0.1003433333333333
BDI,2020,Less than primary,55-64,female,0.0298,0.1016799999999999
BDI,2021,Less than primary,55-64,female,0.02683,0.1016799999999999
BDI,2022,Less than primary,55-64,female,0.02683,0.1016799999999999
BDI,2023,Less than primary,55-64,female,0.0298,0.1016799999999999
BDI,2024,Less than primary,55-64,female,0.0298,0.1016799999999999
BDI,2025,Less than primary,55-64,female,0.0298,0.1016799999999999
BDI,2015,Less than primary,55-64,male,0.0259299999999999,0.0584066666666666
BDI,2016,Less than primary,55-64,male,0.0259299999999999,0.0630333333333333
BDI,2017,Less than primary,55-64,male,0.0259299999999999,0.06766
BDI,2018,Less than primary,55-64,male,0.0259299999999999,0.0722866666666666
BDI,2019,Less than primary,55-64,male,0.0259299999999999,0.0769133333333333
BDI,2020,Less than primary,55-64,male,0.0259299999999999,0.08154
BDI,2021,Less than primary,55-64,male,0.0259299999999999,0.08154
BDI,2022,Less than primary,55-64,male,0.0259299999999999,0.08154
BDI,2023,Less than primary,55-64,male,0.0259299999999999,0.08154
BDI,2024,Less than primary,55-64,male,0.0259299999999999,0.08154
BDI,2025,Less than primary,55-64,male,0.0259299999999999,0.08154
BDI,2015,Lower secondary,15-24,female,0.0479,0.87292
BDI,2016,Lower secondary,15-24,female,0.0479,0.87292
BDI,2017,Lower secondary,15-24,female,0.0479,0.87292
BDI,2018,Lower secondary,15-24,female,0.0479,0.87292
BDI,2019,Lower secondary,15-24,female,0.0479,0.87292
BDI,2020,Lower secondary,15-24,female,0.0479,0.87292
BDI,2021,Lower secondary,15-24,female,0.0479,0.87292
BDI,2022,Lower secondary,15-24,female,0.0479,0.87292
BDI,2023,Lower secondary,15-24,female,0.0479,0.87292
BDI,2024,Lower secondary,15-24,female,0.0479,0.87292
BDI,2025,Lower secondary,15-24,female,0.0479,0.87292
BDI,2015,Lower secondary,15-24,male,0.03368,0.84467
BDI,2016,Lower secondary,15-24,male,0.03368,0.84467
BDI,2017,Lower secondary,15-24,male,0.03368,0.84467
BDI,2018,Lower secondary,15-24,male,0.03368,0.84467
BDI,2019,Lower secondary,15-24,male,0.03368,0.84467
BDI,2020,Lower secondary,15-24,male,0.03368,0.84467
BDI,2021,Lower secondary,15-24,male,0.03368,0.84467
BDI,2022,Lower secondary,15-24,male,0.03368,0.84467
BDI,2023,Lower secondary,15-24,male,0.03368,0.84467
BDI,2024,Lower secondary,15-24,male,0.03368,0.84467
BDI,2025,Lower secondary,15-24,male,0.03368,0.84467
BDI,2015,Lower secondary,25-54,female,0.03506,0.16067
BDI,2016,Lower secondary,25-54,female,0.03506,0.16067
BDI,2017,Lower secondary,25-54,female,0.03506,0.16067
BDI,2018,Lower secondary,25-54,female,0.03506,0.16067
BDI,2019,Lower secondary,25-54,female,0.03506,0.16067
BDI,2020,Lower secondary,25-54,female,0.03506,0.16067
BDI,2021,Lower secondary,25-54,female,0.03506,0.16067
BDI,2022,Lower secondary,25-54,female,0.03506,0.16067
BDI,2023,Lower secondary,25-54,female,0.03506,0.16067
BDI,2024,Lower secondary,25-54,female,0.03506,0.16067
BDI,2025,Lower secondary,25-54,female,0.03506,0.16067
BDI,2015,Lower secondary,25-54,male,0.02528,0.10273
BDI,2016,Lower secondary,25-54,male,0.02528,0.10273
BDI,2017,Lower secondary,25-54,male,0.02528,0.10273
BDI,2018,Lower secondary,25-54,male,0.02528,0.10273
BDI,2019,Lower secondary,25-54,male,0.02528,0.10273
BDI,2020,Lower secondary,25-54,male,0.02528,0.10273
BDI,2021,Lower secondary,25-54,male,0.02528,0.10273
BDI,2022,Lower secondary,25-54,male,0.02528,0.10273
BDI,2023,Lower secondary,25-54,male,0.02528,0.10273
BDI,2024,Lower secondary,25-54,male,0.02528,0.10273
BDI,2025,Lower secondary,25-54,male,0.02528,0.10273
BDI,2015,Lower secondary,55-64,female,0.0829299999999999,0.1781299999999999
BDI,2016,Lower secondary,55-64,female,0.07822,0.1781299999999999
BDI,2017,Lower secondary,55-64,female,0.0829299999999999,0.1781299999999999
BDI,2018,Lower secondary,55-64,female,0.0829299999999999,0.1781299999999999
BDI,2019,Lower secondary,55-64,female,0.0829299999999999,0.1781299999999999
BDI,2020,Lower secondary,55-64,female,0.0829299999999999,0.1781299999999999
BDI,2021,Lower secondary,55-64,female,0.0829299999999999,0.1781299999999999
BDI,2022,Lower secondary,55-64,female,0.0829299999999999,0.1781299999999999
BDI,2023,Lower secondary,55-64,female,0.0829299999999999,0.1781299999999999
BDI,2024,Lower secondary,55-64,female,0.0829299999999999,0.1781299999999999
BDI,2025,Lower secondary,55-64,female,0.0829299999999999,0.1781299999999999
BDI,2015,Lower secondary,55-64,male,0.0708,0.1434
BDI,2016,Lower secondary,55-64,male,0.070632,0.1434
BDI,2017,Lower secondary,55-64,male,0.070448,0.1434
BDI,2018,Lower secondary,55-64,male,0.070264,0.1434
BDI,2019,Lower secondary,55-64,male,0.07008,0.1434
BDI,2020,Lower secondary,55-64,male,0.0708,0.1434
BDI,2021,Lower secondary,55-64,male,0.0708,0.1434
